ilju_a,ilju_b,케미_점수,케미_타입,종합_분석,연애_스타일,주의_포인트,럭키_데이트,생성시각
丙寅(병인),甲辰(갑진),92,갓생 시너지,태양 같은 병화와 든든한 나무 갑목의 만남! 갑목이 병화의 열정을 부채질해주니 서로의 텐션이 수직 상승하는 갓벽한 조합이에요. 병화의 화끈한 에너지와 갑진의 듬직한 대지 에너지가 만나면 세상 못 할 일이 없는 무적의 시너지가 폭발하죠. 서로의 커리어를 끌어주는 소울메이트 각!,"둘이 만나면 대화가 끊이지 않는 찐텐션 바이브! 활동적이고 힙한 핫플은 다 섭렵하며, 서로의 성장을 응원하는 건강하고 긍정적인 '운동 커플' 느낌이 물씬 나요.",둘 다 에너지가 넘쳐서 가끔은 과열될 수 있어요. 그럴 땐 서로 '쉼표'를 찍어주는 여유만 챙겨주면 지속가능한 갓벽 연애 완전 가능!,"한강 러닝, 테니스 데이트, 팝업스토어 투어",2026-03-07 00:15:13
丙寅(병인),己酉(기유),88,황금빛 폼 미쳤다,"뜨거운 태양 병화와 보석을 품은 대지 기토의 만남! 병화의 에너지가 기토를 따스하게 비추니 서로의 매력이 무한대로 발산되는 시너지 폭발 조합이에요. 병화의 열정을 기토가 부드럽게 받아주며 안정감을 더해주니, 함께 있을 때 세상이 다 금빛으로 물드는 럭셔리한 텐션 세계관 확정!","보는 사람도 눈부신 화려한 비주얼 커플 바이브! 트렌디한 핫플 투어는 기본이고, 서로의 인생샷을 찍어주며 칭찬 감옥에 가두는 훈훈한 연애 스타일이에요.","둘 다 표현이 확실해서 가끔 의견이 부딪힐 수 있지만, 이건 서로에게 진심이라는 증거! '미안해' 대신 '고마워'라고 한 번 더 말해주면 찐사랑 모드 유지 완료!","루프탑 바, 편집샵 쇼핑, 전시회 관람",2026-03-07 00:15:47
丙寅(병인),甲寅(갑인),95,불꽃 텐션,활활 타오르는 태양 병화와 쭉쭉 뻗은 듬직한 나무 갑목이 만난 역대급 시너지! 갑목이 병화의 불꽃을 끊임없이 살려주니 연애 텐션이 식을 틈이 없어요. 둘 다 호랑이 기운을 품고 있어 추진력도 대박! 서로가 서로를 업그레이드해 주는 인생의 치트키 같은 소울메이트 각이에요.,에너자이저 커플 그 자체! 집에만 있기보다는 밖으로 나가서 새로운 걸 경험할 때 찐행복을 느껴요. 같이 운동하거나 페스티벌 가는 등 활동적인 데이트 바이브가 찰떡이에요.,둘 다 에너지가 너무 넘쳐서 가끔은 과속할 수 있어요! 그럴 땐 서로의 속도를 맞춰주는 '천천히 가기' 스킬만 한 스푼 더해주면 갓벽한 롱런 커플 확정!,"락 페스티벌, 서핑 레슨, 테마파크 투어",2026-03-07 00:16:26
丙寅(병인),己未(기미),82,힐링 시너지,뜨거운 태양 병화와 단단하고 따뜻한 대지 기토가 만난 포근한 조합! 병화의 에너지가 기미의 넓은 땅을 비춰주니 서로가 서로의 자존감을 무한 벌크업 시켜주는 관계예요. 기미의 듬직함이 병화의 불꽃을 안정적으로 감싸줘서 같이 있으면 마음이 편안해지는 소울메이트 각! 시너지가 아주 미쳤어요.,서로의 일상을 1순위로 챙겨주는 다정함 끝판왕 바이브! 화려한 파티보다는 감성 넘치는 공간에서 깊은 대화를 나누며 '우리만의 세계'를 빌드업하는 안정적인 연애 스타일이에요.,둘 다 에너지가 따뜻해서 가끔은 너무 안주할 수 있어요! 한 번씩 새로운 자극을 주는 서프라이즈 이벤트를 곁들여주면 텐션 유지에 갓벽!,"LP 바 투어, 감성 숙소 스테이, 도자기 공방",2026-03-07 00:17:17
丁卯(정묘),甲子(갑자),85,감성 몽글 커플,섬세한 촛불 정묘와 생명력 넘치는 나무 갑자가 만난 갓벽 힐링 조합! 갑자가 정묘의 불꽃이 꺼지지 않게 끊임없이 영감을 부어주니 창의적인 시너지가 미쳤어요. 서로의 예술적 감수성을 자극하는 소울메이트 각이라 같이만 있어도 로맨틱한 영화 한 편 뚝딱 찍는 텐션 세계관입니다.,새벽 감성 공유하는 거 좋아하는 서정적 바이브! 힙한 전시회나 조용한 북카페에서 서로의 생각을 나누며 마음의 온도를 높이는 은은하고 깊은 연애 스타일이에요.,"가끔 서로의 생각에 너무 깊게 빠져들 수 있어요! 그럴 땐 맛있는 디저트 먹으러 가는 소소한 환기만 해줘도 텐션 유지 쌉가능, 찐사랑 유지력 상승!","심야 영화 정주행, 독립 서점 데이트, 야경 명소 산책",2026-03-07 00:17:55
丁卯(정묘),己巳(기사),89,웜톤 힐링 케미,"섬세한 촛불 정묘와 따뜻한 대지 기사가 만난 갓벽한 상생 조합! 정묘의 예술적 감성을 기사의 듬직한 화기운이 포근하게 감싸주니 서로가 서로의 자존감 지킴이가 되어줘요. 같이 있으면 마음이 몽글몽글해지면서도 열정이 샘솟는, 그야말로 서로를 빛내주는 빛과 땅의 시너지 미쳤다!",세상 다정한 말들로 꽉 채워진 몽글몽글 바이브! 서로의 취향을 존중하면서도 소소한 일상을 특별하게 만드는 재주가 있어요. 보고 있으면 마음 편안해지는 찐사랑 커플 느낌!,둘 다 에너지가 따뜻해서 가끔은 너무 배려만 할 수 있어요! 가끔은 솔직한 직진 표현 한 스푼만 더해주면 연애 텐션이 더 힙하게 살아날 거예요.,"도자기 공방 체험, 감성 카페 투어, 불멍 캠핑",2026-03-07 00:18:44
丁卯(정묘),甲戌(갑술),96,운명적 폼 미쳤다,섬세한 촛불 정묘와 든든한 고목 갑술의 만남은 그야말로 '시너지 폭발' 그 자체! 갑술이 정묘의 불꽃을 꺼지지 않게 땔감이 되어주니 연애 텐션이 마를 날이 없어요. 서로의 부족한 부분을 자석처럼 채워주는 육합 에너지 덕분에 '이 사람 아니면 안 되겠다' 싶은 소울메이트 각 제대로 섰네요!,서로만 아는 시그널이 확실한 찐사랑 바이브! 화려한 곳보다는 우리만 아는 아지트에서 깊은 대화를 나누며 서로에게 푹 빠지는 밀도 높은 데이트를 즐기는 스타일이에요.,서로 너무 좋아해서 가끔은 질투 섞인 귀여운 소유욕이 생길 수 있어요! 그럴 땐 솔직한 대화로 확신만 주면 텐션 세계관 최강 커플 유지 가능!,"프라이빗 와인바, 심야 드라이브, LP 카페",2026-03-07 00:19:35
丁卯(정묘),己卯(기묘),88,토끼즈 케미,섬세한 촛불 정묘와 부드러운 대지 기묘의 만남! 두 사람 모두 귀여운 토끼(卯)의 기운을 나눠 가져서 결이 너무 잘 맞아요. 정묘의 열정이 기묘의 든든한 대지에 스며들어 안정감을 찾는 구조라 같이 있으면 마음이 편해지는 힐링 시너지 미쳤다! 서로의 감성을 100% 이해해주는 소울메이트 각이에요.,몽글몽글하고 아기자기한 연애 바이브! 화려한 곳보다는 분위기 좋은 소품샵이나 조용한 카페에서 소소하게 대화 나누는 걸 즐기는 '무해한 찐사랑' 커플 스타일이에요.,둘 다 성격이 부드러워서 가끔은 결정 장애가 올 수 있어요! 그럴 땐 한 명이 '오늘 이거 먹자!' 하고 쿨하게 리드해주면 텐션 폭발 확정!,"브런치 카페, 소품샵 투어, 넷플릭스 정주행",2026-03-07 00:20:15
丁卯(정묘),甲申(갑신),88,갓생 시너지 커플,따뜻한 촛불 丁(정화)와 든든한 나무 甲(갑목)이 만난 역대급 '땔감-화력' 조합! 갑목이 정화의 열정을 끊임없이 서포트해 주니 시너지가 미쳤어요. 갑신 특유의 쿨한 바이브와 정묘의 러블리함이 섞여 서로의 부족함을 채워주는 완벽한 서포터즈 관계예요. 함께 있으면 세상 힙한 에너지가 뿜뿜 터지는 갓생 케미 확정!,서로의 목표를 응원하는 '성장형 데이트' 바이브! 같이 공부하거나 자기계발할 때 텐션이 더 오르는 타입이에요. 힙한 팝업스토어 도장 깨기 하며 인증샷 남기는 트렌디한 커플!,"가끔 정묘의 감성과 갑신의 팩폭이 부딪힐 수 있지만, 이건 서로를 더 넓은 세계로 이끄는 빌드업일 뿐! 서로의 스타일을 리스펙트해 주면 텐션 유지 쌉가능이에요.","전시회 관람, 테라스 와인 바, 자기계발 원데이 클래스",2026-03-07 00:20:56
丁卯(정묘),己丑(기축),82,포근 힐링 커플,따뜻한 촛불 丁(정화)가 단단한 대지 己(기축)를 부드럽게 녹여주는 몽글몽글한 조합! 정화의 러블리한 센스와 기축의 묵직한 안정감이 만나 '심리적 안전거리' 확보 완료예요. 서로에게 스며드는 속도가 남달라 은은하게 오래가는 찐사랑 바이브가 느껴지네요. 정서적 유대감이 폭발하는 소울메이트 각!,화려한 파티보다는 우리만의 아지트에서 꽁냥거리는 홈데이트 바이브. 대화가 끊이지 않는 차분하고 편안한 텐션이에요.,가끔 서로 속마음을 너무 아끼다가 타이밍을 놓칠 수 있어요! '나 지금 이래'라고 1일 1티엠아이 방출하면 케미 지수 200% 상승!,"LP 바, 심야 영화, 조용한 북카페 투어",2026-03-07 00:21:38
丁卯(정묘),甲午(갑오),95,풀파워 불꽃 케미,"와, 이 조합 텐션 무엇? 🔥 丁(정화)의 섬세한 불꽃에 甲(갑목)이라는 거대한 장작이 들어오니 에너지가 우주 끝까지 폭발해요! 卯(묘목)와 午(오화)의 힙한 매력이 만나면 어딜 가나 주인공이 되는 핫플 재질 커플 확정. 서로가 서로의 열정을 무한 리필해 주는 역대급 시너지라 보는 사람까지 도파민 터지는 소울메이트 각입니다!","지루할 틈 없는 하이텐션 데이트! 힙한 페스티벌이나 핫한 클럽, 에너지 넘치는 야외 활동에서 폼 미쳤다 소리 절로 나오는 바이브예요.",둘 다 에너지가 너무 좋아서 가끔 과몰입할 수 있어요! 가끔은 넷플릭스 보며 정적으로 '멍 때리기' 타임을 가지면 케미 밸런스 완벽 보완 가능!,"뮤직 페스티벌, 테마파크, 루프탑 파티",2026-03-07 00:22:18
丁卯(정묘),己亥(기해),92,극락 힐링 조합,섬세한 丁(정화)와 다정한 己(기해)가 만난 건 거의 운명적 세계관 합류! 亥(해수)와 卯(묘목)가 만나 서로를 갓벽하게 서포트해 주니 정서적 안정감이 미쳤어요. 정묘의 톡톡 튀는 아이디어를 기해가 너그럽게 품어주는 구조라 대화만 해도 도파민 대신 옥시토신 터지는 찐사랑 바이브가 낭낭합니다.,보는 사람도 마음 편해지는 무해한 커플! 자극적인 것보다 은은한 감성 카페 투어나 우리만의 플레이리스트 공유하며 몽글몽글한 시간을 보내는 스타일이에요.,둘 다 너무 착해서 서운한 걸 참을 수 있어요! '나 지금 이거 원해'라고 가끔은 솔직하게 티 내주기. 작은 표현만 더해도 신뢰도 무한 상승!,"해변 산책, 감성 숙소 호캉스, 도자기 공방",2026-03-07 00:22:58
丁卯(정묘),甲辰(갑진),89,무한 동력 커플,반짝이는 丁(정화)와 든든한 甲(갑목)이 만나 에너지가 마르지 않는 화력 발전소 급 궁합! 卯(묘목)와 辰(진진)이 만나 싱그러운 봄의 텐션이 폭발하니 같이 있기만 해도 생동감이 미쳤어요. 갑진의 리더십이 정묘의 예술적 감성을 제대로 끌어올려 주는 구조라 서로가 서로에게 영감이 되는 갓벽한 시너지 세계관입니다.,어딜 가나 화제의 중심이 되는 힙스터 바이브! 트렌디한 팝업스토어를 섭렵하거나 새로운 취미를 함께 시작하며 '도파민 파티'를 즐기는 액티브한 스타일이에요.,둘 다 열정이 넘쳐서 가끔은 과부하가 올 수 있어요! 가끔은 폰 끄고 서로의 눈을 보며 깊은 대화를 나누는 '오프라인 힐링' 타임을 가지면 찐사랑 지수 급상승!,"테니스 데이트, 성수동 팝업 투어, 교외 드라이브",2026-03-07 00:23:48
丁卯(정묘),己酉(기유),78,단짠 성장 커플,"따뜻한 촛불 丁(정화)와 반짝이는 보석 己(기유)가 만난 유니크한 조합! 卯(묘목)와 酉(유금)가 만나 서로의 도파민을 자극하는 짜릿한 '밀당 텐션'이 미쳤어요. 서로 다른 매력에 끌리는 자석 같은 사이라, 함께 있으면 세상에 우리 둘만 있는 듯한 몰입감이 폭발하는 성장형 케미 세계관입니다!",솔직하고 쿨한 대화가 오가는 힙한 바이브! 서로의 스타일을 챙겨주며 감각적인 곳에서 인증샷 남기는 걸 즐기는 세련된 커플이에요.,"가끔은 서로의 예리함에 깜짝 놀랄 수 있지만, 그건 서로를 더 깊게 알아가는 빌드업 과정! '너 생각해서 하는 말이야'라며 애정 가득한 리액션만 더해주면 찐사랑 모드 유지!","편집숍 쇼핑, 와인 바, 전시회 투어",2026-03-07 00:24:37
丁卯(정묘),甲寅(갑인),98,풀파워 릴레이,이 조합 시너지 미쳤다! 🔥 따뜻한 불꽃 丁(정화)에게 甲(갑목)이라는 거대한 땔감이 무한 공급되는 격이라 사랑의 화력이 식을 틈이 없어요. 寅(인목)과 卯(묘목)가 만나 싱그러운 숲을 이루니 텐션 세계관 자체가 남다름! 서로가 서로를 성장시키는 '레전드 상생' 궁합이라 2026년 갓생 커플 1순위 확정이에요.,보는 사람도 기분 좋아지는 하이틴 감성! 서로의 꿈을 응원하며 긍정 에너지를 주고받는 '으랏차차' 바이브예요. 같이 운동하거나 목표를 달성할 때 애정도가 수직 상승함!,화력이 너무 좋아서 가끔 서로의 열정에 데일 수 있음! 뜨거워진 마음을 식혀줄 시원한 아이스 아메리카노 같은 '침착함 한 스푼'만 챙기면 찐사랑 유효기간 무한대!,"러닝 크루 활동, 루프탑 바, 숲캉스",2026-03-07 00:25:14
丁卯(정묘),己未(기미),94,극강 찰떡 케미,따뜻한 촛불 丁(정화)와 영양가 가득한 땅 己(기축)가 만난 '시너지 미쳤다'급 조합! 卯(묘목)와 未(미토)가 만나 끈끈한 결속력을 자랑하니 연애 텐션이 안정적이면서도 뜨거워요. 서로를 이해하는 깊이가 남달라 '말 안 해도 다 아는' 소울메이트 각! 2026년 가장 부러움 사는 갓벽한 찐사랑 커플 확정입니다.,포근하고 몽글몽글한 분위기! 같이 맛집 탐방하고 인생샷 남기며 서로의 자존감을 팍팍 높여주는 '힐링 메이트' 바이브예요.,"둘 다 너무 편해서 가끔 고집을 부릴 수 있지만, 이건 서로를 향한 찐 애정 표현! '오늘 진짜 예쁘다' 한마디면 밀당 천재로 거듭날 수 있어요.","제주도 오션뷰 카페, 커플 스파, 파인다이닝",2026-03-07 00:26:02
戊辰(무진),甲子(갑자),88,성장형 갓생 커플,든든한 대지인 무진과 싱그러운 나무인 갑자가 만난 '숲 완성' 케미! 무진의 넓은 포용력이 갑자의 추진력을 갓벽하게 서포트하며 시너지 미쳤다 소리 절로 나오는 조합이에요. 서로가 서로에게 성장의 토양이 되어주는 윈윈 세계관 그 자체라 같이 있을 때 운의 포텐이 터지는 소울메이트 각입니다.,서로의 목표를 응원하며 함께 레벨업하는 갓생 바이브! 추진력 갑인 갑자가 리드하고 무진이 묵직하게 중심을 잡아주는 밸런스 텐션이 돋보여요. 함께 성취감을 느끼는 데이트에서 찐사랑이 샘솟는 타입!,"가끔 고집 텐션이 부딪힐 수 있지만, 이건 더 큰 시너지를 내기 위한 빌드업! 서로의 다름을 '새로운 자극'으로 즐기기만 하면 무적의 관계가 될 수 있어요.","팝업스토어 웨이팅, 러닝 크루 참여, 전시회 투어",2026-03-07 00:26:57
戊辰(무진),己巳(기사),92,무적의 든든 커플,듬직한 산 무진과 뜨거운 열정의 흙 기사가 만난 시너지 미쳤다! 서로의 에너지를 채워주는 화생토 텐션이라 안정감 대박이에요. 같은 흙의 기운이 섞여 있어 말 안 해도 통하는 소울메이트 각! 서로의 존재만으로도 멘탈이 회복되는 힐링 세계관 그 자체입니다.,함께 있으면 마음이 편해지는 평온한 바이브. 화려한 곳보다 우리만의 아지트에서 맛있는 거 먹을 때 행복 지수 폭발하는 찐사랑 스타일!,둘 다 너무 듬직해서 표현을 아낄 수 있어요! 가끔은 오글거리는 멘트로 서로의 소중함을 확인해주면 관계가 더 쫀쫀해지는 성장형 케미 완성!,"호캉스, 맛집 도장깨기, 캠핑",2026-03-07 00:27:37
戊辰(무진),甲戌(갑술),82,단짠 텐션 커플,듬직한 대지 무진과 거침없는 나무 갑술이 만난 에너제틱한 세계관! 서로의 영역을 존중하면서도 확실하게 자극을 주는 텐션이 미쳤어요. 각자의 개성이 뚜렷해서 같이 있으면 지루할 틈 없는 시너지 폭발 조합! 서로를 더 넓은 세상으로 이끌어주는 성장형 케미의 정석입니다.,"솔직 담백하게 감정을 주고받는 힙한 바이브! 밀당보다는 돌직구로 서로의 마음을 확인하며, 에너지를 풀충전할 수 있는 액티브한 데이트를 즐기는 스타일이에요.",각자의 곤조가 보일 땐 '오히려 좋아!' 마인드로 넘겨주는 센스! 서로의 뚜렷한 주관을 리스펙해주면 찐사랑 모드로 자동 진입 가능합니다.,"성수동 쇼룸 투어, 루프탑 바, 스포츠 직관",2026-03-07 00:28:27
戊辰(무진),己卯(기묘),85,갓벽 밸런스 케미,든든한 대지 무진과 감각적인 묘목을 품은 기사가 만난 갓벽 밸런스! 무진의 넓은 포용력이 기묘의 섬세한 텐션을 부드럽게 감싸주는 구조라 시너지 미쳤다 소리 절로 나와요. 서로의 부족한 부분을 센스 있게 채워주는 소울메이트 각! 안정감과 설렘이 공존하는 텐션 세계관입니다.,"편안함 속에서 힙한 감성이 터지는 바이브! 서로의 속도에 맞춰 걷는 산책 같은 연애를 지향하며, 소소한 대화만으로도 도파민이 폭발하는 찐사랑 스타일이에요.",서로 너무 배려하다가 속마음을 아낄 수 있어요! '오히려 좋아' 마인드로 솔직하게 다 털어놓으면 관계의 깊이가 200% 레벨업되는 성장형 커플 완성!,"LP 바 청음, 야간 한강 산책, 코지한 북카페",2026-03-07 00:29:15
戊辰(무진),甲申(갑신),83,밀당 천재 커플,묵직하고 든든한 무진이라는 대지 위에 힙하고 날카로운 갑신이라는 나무가 심어진 형상! 서로 다른 텐션이 만나서 도파민 터지는 성장형 케미를 보여줘요. 무진이 중심을 딱 잡아주면 갑신이 아이디어를 던지는 시너지가 미쳤다 소리 절로 나오는 조합! 서로를 자극하며 인생 레벨업하기 딱 좋은 소울메이트 각입니다.,"서로의 매력에 훅 끌려 들어가는 불꽃 튀는 바이브! 예측 불가능한 갑신의 매력을 무진이 다정하게 받아주며, 같이 있을 때 텐션 세계관이 확 확장되는 힙한 데이트 스타일이에요.",각자의 주관이 뚜렷해서 생기는 티키타카는 오히려 사랑의 윤활유! '너는 그렇구나'라는 리스펙 한 스푼만 더하면 찐사랑 모드로 갓벽하게 안착 가능합니다.,"테니스장 데이트, 힙한 팝업스토어, 심야 드라이브",2026-03-07 00:29:54
戊辰(무진),己丑(기축),85,안정감 원탑 케미,듬직한 산 무진과 단단한 대지 기축이 만난 '멘탈 금강산' 조합! 같은 흙의 기운이라 서로 말 안 해도 찰떡같이 알아듣는 찐사랑 모먼트가 가득해요. 흔들리지 않는 편안함이 이 커플의 핵심! 서로를 믿고 지지해주는 에너지가 미쳐서 함께 있으면 세상 무서울 게 없는 든든한 텐션 세계관을 자랑합니다.,"화려한 이벤트보다 소소한 일상을 공유하며 행복을 느끼는 바이브! 맛있는 거 먹고 푹 쉬는 힐링 데이트가 찰떡이며, 서로에게 가장 솔직해질 수 있는 편안한 분위기가 특징이에요.","둘 다 뚝심이 있어서 가끔 침묵의 텐션이 흐를 수 있지만, 이건 더 깊은 대화를 위한 빌드업! '오히려 좋아' 마인드로 먼저 다가가면 갓벽한 소울메이트 완성!","호캉스 먹부림, 동네 공원 산책, 넷플릭스 정주행",2026-03-07 00:30:35
戊辰(무진),甲午(갑오),89,불꽃 시너지,든든한 대지 무진과 화끈한 태양 에너지를 품은 나무 갑오의 만남! 갑오의 에너제틱한 불꽃 텐션이 무진을 만나 화려하게 피어나는 구조예요. 서로의 야망을 리스펙하며 자극을 주고받는 성장형 케미 폭발! 서로가 서로에게 인생의 주인공이 되어주는 텐션 세계관이라 같이 있으면 운의 시너지가 미쳐버린 소울메이트 각입니다.,"보는 사람도 핫해지는 열정 만렙 바이브! 에너지 넘치는 갑오가 리드하고 무진이 묵직하게 받아주며, 세상 화려하고 힙한 곳은 다 섭렵하는 화끈한 데이트 스타일이에요.",둘 다 에너지가 너무 좋아서 가끔 티키타카가 과열될 수 있어요! 그럴 땐 '오히려 좋아' 마인드로 한 박자 쉬어가는 여유만 챙기면 찐사랑 모드로 자동 복귀!,"페스티벌 투어, 루프탑 파티, 핫플 오픈런",2026-03-07 00:31:15
戊辰(무진),己亥(기해),86,찰떡 밸런스,"듬직한 대지 무진과 촉촉한 대지 기해가 만난 '안정감 끝판왕' 조합! 무진의 묵직한 카리스마를 기해의 유연한 에너지가 부드럽게 감싸주니 시너지 미쳤다 소리 절로 나와요. 서로의 부족한 수기운과 토기운을 센스 있게 채워주는 상호보완 텐션이라, 같이 있으면 멘탈이 풀충전되는 찐사랑 소울메이트 각입니다.","은은하게 스며드는 힐링 바이브! 자극적인 밀당보다는 깊은 대화와 공감으로 서로의 마음을 확인하며, 소소한 일상 속에서 찐행복을 찾아가는 편안한 스타일이에요.",가끔은 서로 너무 편해서 속마음을 아낄 수 있어요! '오히려 좋아' 마인드로 먼저 다가가서 애정 표현 한 스푼만 더해주면 관계가 더 쫀쫀해지는 성장형 케미 완성!,"심야 영화 정주행, 조용한 오션뷰 카페, 아로마 마사지",2026-03-07 00:32:03
戊辰(무진),甲辰(갑진),88,갓생 성장형 커플,듬직한 산 같은 무진(戊辰)과 그 위를 푸르게 덮는 소나무 갑진(甲辰)의 만남! 서로 같은 땅(辰)을 공유해서 가치관부터 찰떡이에요. 갑진의 힙한 아이디어를 무진이 묵직하게 지지해주니 시너지가 미쳤음! 서로의 자존감을 채워주는 찐사랑 세계관이라 함께할수록 인생 커리어까지 수직 상승하는 럭키한 조합입니다.,각자 본업 천재면서 데이트할 땐 서로에게만 집중하는 갓벽한 밸런스! 차분하지만 텐션은 확실한 고급진 분위기예요.,둘 다 리더십이 만렙이라 가끔 고집부릴 수 있음! '누가 맞나'보다 '우리가 행복한가'에 집중하면 평생 소울메이트 각!,"전시회 투어, 호텔 호캉스, 테니스 원데이 클래스",2026-03-07 00:32:47
戊辰(무진),己酉(기유),92,황금 밸런스 커플,듬직한 태산 무진과 반짝이는 보석 기유의 만남! 무진의 넓은 품이 기유의 섬세한 매력을 완벽하게 서포트해주는 구조예요. 토(土)와 금(金)의 기운이 만나 에너지가 순환하니 서로 같이만 있어도 운이 트이는 시너지 미친 조합! 안정감과 트렌디함을 모두 잡은 갓벽한 텐션 세계관입니다.,무진의 묵직한 다정함에 기유의 센스 있는 플러팅이 더해진 바이브! 서로의 일상을 공유하며 칭찬 감옥에 가두는 찐사랑 스타일이에요.,둘 다 자기 주관이 뚜렷한 '본업 천재'들이라 가끔 고집부릴 수 있음! 먼저 맛집 링크 공유하며 유연하게 넘어가면 소울메이트 각!,"편집숍 투어, 파인 다이닝, 야경 드라이브",2026-03-07 00:33:31
